mode,gpu_count,batch_size,epoch,train_loss,train_acc,val_loss,val_acc,epoch_time,peak_mem_bytes,peak_mem_gb
fsdp_amp,1,128,9,0.19734537329110438,0.9233367281192193,0.17779508325486437,0.9304568316913996,254.22487497329712,583153152,0.5431036949157715
fsdp_amp,1,128,10,0.18985884295973116,0.9256022280880427,0.19877949800437866,0.9172590098516025,249.67882108688354,583153152,0.5431036949157715
fsdp_amp,1,512,1,0.5942538533224034,0.8048136678236651,0.3710457364715642,0.8313588560502141,260.3053922653198,1971873792,1.8364505767822266
fsdp_amp,1,512,2,0.34792537554286157,0.8484868954336666,0.34238091674599064,0.8458245001454878,265.8103265762329,1971873792,1.8364505767822266
fsdp_amp,1,512,3,0.31892704407999267,0.8643090225095089,0.2866358448379121,0.8781020077316374,555.7109756469727,1993098752,1.856217861175537
fsdp_amp,1,512,4,0.3001658505200968,0.8748778916301208,0.33017202588161754,0.8552188552188552,278.9114532470703,1993098752,1.856217861175537
fsdp_amp,1,512,5,0.28438820872166487,0.8835034190343566,0.3730683415036757,0.8497942386831275,271.9678084850311,1993098752,1.856217861175537
fsdp_amp,1,512,6,0.2689890202029623,0.8904661941678964,0.302467646994545,0.8789957185018913,270.91051745414734,1993098752,1.856217861175537
fsdp_amp,1,512,7,0.2540184679600597,0.8977719119572672,0.2616914777358423,0.890281414972773,268.33713483810425,1993098752,1.856217861175537
fsdp_amp,1,512,8,0.24409452296286,0.9020690873568474,0.31402808789918113,0.87384129359438,271.17245411872864,1993098752,1.856217861175537
fsdp_amp,1,512,9,0.2360848117340006,0.9053945918982396,0.22772803675550105,0.905744689695307,259.5088584423065,1993098752,1.856217861175537
fsdp_amp,1,512,10,0.22881212184918415,0.9088188223557043,0.23664594066134612,0.9065344806085547,267.708562374115,1993098752,1.856217861175537
